pid,tid,event_type,start_time,end_time,mark_id,message,domain,rid,name,type,=recvTokenSize,=QueueSize,queue,from,to,action,LogicalBlockNum,=deviceKvCache,+WAITING,+RUNNING,+PENDING,+END,=replyTokenSize,rid_list,token_id_list,batch_size,batch_type,during_time,metrics
253317,254645,start/end,1727940491207215.0,1727940491207215.8,592,"{'rid': 0, '+PENDING': -1, '+RUNNING': 1, 'name': 'ReqState', 'type': 0}",,0.0,ReqState,0.0,,,,,,,,,,1.0,-1.0,,,,,,,0.75,"{'+RUNNING': 1.0, '+PENDING': -1.0}"
253317,254643,start/end,1727940491207287.0,1727940491207304.0,596,"{'name': 'modelExec', 'type': 2, 'rid': [{'rid': 0, 'iter': 19}]}",,0,modelExec,2.0,,,,,,,,,,,,,,[0],[19],1.0,Decode,17.0,
253317,254643,start/end,1727940491227132.8,1727940491227133.5,601,"{'rid': 0, '+RUNNING': -1, '+PENDING': 1, 'name': 'ReqState', 'type': 0}",,0.0,ReqState,0.0,,,,,,,,,,-1.0,1.0,,,,,,,0.75,"{'+RUNNING': -1.0, '+PENDING': 1.0}"
253317,254645,start/end,1727940491227157.8,1727940491227273.0,603,"{'name': 'BatchSchedule', 'type': 2, 'rid': [{'rid': 0, 'iter': 20}]}",,0,BatchSchedule,2.0,,,,,,,,,,,,,,[0],[20],1.0,Decode,115.25,
253317,254645,start/end,1727940491227205.8,1727940491227206.5,604,"{'rid': 0, '+PENDING': -1, '+RUNNING': 1, 'name': 'ReqState', 'type': 0}",,0.0,ReqState,0.0,,,,,,,,,,1.0,-1.0,,,,,,,0.75,"{'+RUNNING': 1.0, '+PENDING': -1.0}"
253317,254643,start/end,1727940491227306.2,1727940491227323.8,608,"{'name': 'modelExec', 'type': 2, 'rid': [{'rid': 0, 'iter': 20}]}",,0,modelExec,2.0,,,,,,,,,,,,,,[0],[20],1.0,Decode,17.5,
253317,254643,start/end,1727940491247042.5,1727940491247043.0,613,"{'rid': 0, '+RUNNING': -1, '+PENDING': 1, 'name': 'ReqState', 'type': 0}",,0.0,ReqState,0.0,,,,,,,,,,-1.0,1.0,,,,,,,0.5,"{'+RUNNING': -1.0, '+PENDING': 1.0}"
253317,254645,start/end,1727940491247068.5,1727940491247161.8,615,"{'name': 'BatchSchedule', 'type': 2, 'rid': [{'rid': 0, 'iter': 21}]}",,0,BatchSchedule,2.0,,,,,,,,,,,,,,[0],[21],1.0,Decode,93.25,
253317,254645,start/end,1727940491247117.5,1727940491247118.8,616,"{'rid': 0, '+PENDING': -1, '+RUNNING': 1, 'name': 'ReqState', 'type': 0}",,0.0,ReqState,0.0,,,,,,,,,,1.0,-1.0,,,,,,,1.25,"{'+RUNNING': 1.0, '+PENDING': -1.0}"
253317,254643,start/end,1727940491247193.2,1727940491247209.5,620,"{'name': 'modelExec', 'type': 2, 'rid': [{'rid': 0, 'iter': 21}]}",,0,modelExec,2.0,,,,,,,,,,,,,,[0],[21],1.0,Decode,16.25,
