time,metrics
1727940494535717.0,"{'+RUNNING': -1.0, '+PENDING': 1.0}"
1727940494535819.0,"{'+RUNNING': 1.0, '+PENDING': -1.0}"
1727940494556624.0,"{'+RUNNING': -1.0, '+PENDING': 1.0}"
1727940494556795.5,"{'+RUNNING': 1.0, '+PENDING': -1.0}"
1727940494577593.2,"{'+RUNNING': -1.0, '+PENDING': 1.0}"
1727940494577725.5,"{'+RUNNING': 1.0, '+PENDING': -1.0}"
1727940494598587.2,"{'+RUNNING': -1.0, '+PENDING': 1.0}"
1727940494598676.2,"{'+RUNNING': 1.0, '+PENDING': -1.0}"
1727940494618876.2,"{'+RUNNING': -1.0, '+PENDING': 1.0}"
1727940494618967.8,"{'+RUNNING': 1.0, '+PENDING': -1.0}"
1727940494648143.8,"{'+RUNNING': -1.0, '+PENDING': 1.0}"
1727940494648268.8,"{'+RUNNING': 1.0, '+PENDING': -1.0}"
1727940494669014.2,"{'+RUNNING': -1.0, '+PENDING': 1.0}"
1727940494669182.5,"{'+RUNNING': 1.0, '+PENDING': -1.0}"
1727940494689346.2,"{'+RUNNING': -1.0, '+PENDING': 1.0}"
1727940494689443.5,"{'+RUNNING': 1.0, '+PENDING': -1.0}"
1727940494709778.5,"{'+RUNNING': -1.0, '+PENDING': 1.0}"
1727940494709876.0,"{'+RUNNING': 1.0, '+PENDING': -1.0}"
1727940494730119.5,"{'+RUNNING': -1.0, '+PENDING': 1.0}"
1727940494730290.2,"{'+RUNNING': 1.0, '+PENDING': -1.0}"
1727940494753783.2,"{'+RUNNING': -1.0, '+PENDING': 1.0}"
1727940494753900.5,"{'+RUNNING': 1.0, '+PENDING': -1.0}"
1727940494774497.5,"{'+RUNNING': -1.0, '+PENDING': 1.0}"
1727940494774599.2,"{'+RUNNING': 1.0, '+PENDING': -1.0}"
1727940494794862.8,"{'+RUNNING': -1.0, '+PENDING': 1.0}"
1727940494794960.5,"{'+RUNNING': 1.0, '+PENDING': -1.0}"
1727940494815502.5,"{'+RUNNING': -1.0, '+PENDING': 1.0}"
1727940494815612.8,"{'+RUNNING': 1.0, '+PENDING': -1.0}"
1727940494836097.2,"{'+RUNNING': -1.0, '+PENDING': 1.0}"
1727940494836223.8,"{'+RUNNING': 1.0, '+PENDING': -1.0}"
1727940494856461.8,"{'+RUNNING': -1.0, '+PENDING': 1.0}"
1727940494856569.8,"{'+RUNNING': 1.0, '+PENDING': -1.0}"
1727940494876796.0,"{'+RUNNING': -1.0, '+PENDING': 1.0}"
1727940494876877.2,"{'+RUNNING': 1.0, '+PENDING': -1.0}"
1727940494897085.0,"{'+RUNNING': -1.0, '+PENDING': 1.0}"
1727940494897241.0,"{'+RUNNING': 1.0, '+PENDING': -1.0}"
1727940494917491.0,"{'+RUNNING': -1.0, '+PENDING': 1.0}"
1727940494917566.0,"{'+RUNNING': 1.0, '+PENDING': -1.0}"
1727940494938003.2,"{'+RUNNING': -1.0, '+PENDING': 1.0}"
1727940494938101.8,"{'+RUNNING': 1.0, '+PENDING': -1.0}"
1727940494958523.0,"{'+RUNNING': -1.0, '+PENDING': 1.0}"
1727940494958606.0,"{'+RUNNING': 1.0, '+PENDING': -1.0}"
1727940494978881.5,"{'+RUNNING': -1.0, '+PENDING': 1.0}"
1727940494978967.5,"{'+RUNNING': 1.0, '+PENDING': -1.0}"
1727940494999149.8,"{'+RUNNING': -1.0, '+PENDING': 1.0}"
1727940494999277.0,"{'+RUNNING': 1.0, '+PENDING': -1.0}"
1727940495019395.8,"{'+RUNNING': -1.0, '+PENDING': 1.0}"
1727940495019496.2,"{'+RUNNING': 1.0, '+PENDING': -1.0}"
1727940495039654.5,"{'+RUNNING': -1.0, '+PENDING': 1.0}"
1727940495039746.5,"{'+RUNNING': 1.0, '+PENDING': -1.0}"
1727940495059787.5,"{'+RUNNING': -1.0, '+PENDING': 1.0}"
1727940495059932.2,"{'+RUNNING': 1.0, '+PENDING': -1.0}"
1727940495079957.8,"{'+RUNNING': -1.0, '+PENDING': 1.0}"
1727940495080050.5,"{'+RUNNING': 1.0, '+PENDING': -1.0}"
1727940495100179.0,"{'+RUNNING': -1.0, '+PENDING': 1.0}"
1727940495100269.0,"{'+RUNNING': 1.0, '+PENDING': -1.0}"
1727940495120362.0,"{'+RUNNING': -1.0, '+PENDING': 1.0}"
1727940495120484.2,"{'+RUNNING': 1.0, '+PENDING': -1.0}"
1727940495140699.2,"{'+RUNNING': -1.0, '+PENDING': 1.0}"
1727940495140783.8,"{'+RUNNING': 1.0, '+PENDING': -1.0}"
1727940495160838.8,"{'+RUNNING': -1.0, '+PENDING': 1.0}"
1727940495160969.0,"{'+RUNNING': 1.0, '+PENDING': -1.0}"
1727940495181058.5,"{'+RUNNING': -1.0, '+PENDING': 1.0}"
1727940495181163.0,"{'+RUNNING': 1.0, '+PENDING': -1.0}"
1727940495201274.0,"{'+RUNNING': -1.0, '+PENDING': 1.0}"
1727940495201361.2,"{'+RUNNING': 1.0, '+PENDING': -1.0}"
1727940495221487.8,"{'+RUNNING': -1.0, '+PENDING': 1.0}"
1727940495221576.8,"{'+RUNNING': 1.0, '+PENDING': -1.0}"
1727940495241768.8,"{'+RUNNING': -1.0, '+PENDING': 1.0}"
1727940495241912.0,"{'+RUNNING': 1.0, '+PENDING': -1.0}"
1727940495261919.5,"{'+RUNNING': -1.0, '+PENDING': 1.0}"
1727940495261997.5,"{'+RUNNING': 1.0, '+PENDING': -1.0}"
1727940495282041.8,"{'+RUNNING': -1.0, '+PENDING': 1.0}"
1727940495282121.0,"{'+RUNNING': 1.0, '+PENDING': -1.0}"
1727940495302071.5,"{'+RUNNING': -1.0, '+PENDING': 1.0}"
1727940495302169.0,"{'+RUNNING': 1.0, '+PENDING': -1.0}"
1727940495323262.8,"{'+RUNNING': -1.0, '+PENDING': 1.0}"
1727940495323344.0,"{'+RUNNING': 1.0, '+PENDING': -1.0}"
1727940495343517.2,"{'+RUNNING': -1.0, '+PENDING': 1.0}"
1727940495343639.0,"{'+RUNNING': 1.0, '+PENDING': -1.0}"
1727940495363786.5,"{'+RUNNING': -1.0, '+PENDING': 1.0}"
1727940495363860.2,"{'+RUNNING': 1.0, '+PENDING': -1.0}"
1727940495384042.0,"{'+RUNNING': -1.0, '+PENDING': 1.0}"
1727940495384115.2,"{'+RUNNING': 1.0, '+PENDING': -1.0}"
1727940495404102.5,"{'+RUNNING': -1.0, '+PENDING': 1.0}"
1727940495404256.5,"{'+RUNNING': 1.0, '+PENDING': -1.0}"
1727940495424358.2,"{'+RUNNING': -1.0, '+PENDING': 1.0}"
1727940495424440.2,"{'+RUNNING': 1.0, '+PENDING': -1.0}"
1727940495444615.2,"{'+RUNNING': -1.0, '+PENDING': 1.0}"
1727940495444709.0,"{'+RUNNING': 1.0, '+PENDING': -1.0}"
1727940495464874.8,"{'+RUNNING': -1.0, '+PENDING': 1.0}"
1727940495464980.0,"{'+RUNNING': 1.0, '+PENDING': -1.0}"
1727940495485052.5,"{'+RUNNING': -1.0, '+PENDING': 1.0}"
1727940495485138.0,"{'+RUNNING': 1.0, '+PENDING': -1.0}"
1727940495505258.2,"{'+RUNNING': -1.0, '+PENDING': 1.0}"
1727940495505393.2,"{'+RUNNING': 1.0, '+PENDING': -1.0}"
1727940495525511.8,"{'+RUNNING': -1.0, '+PENDING': 1.0}"
1727940495525623.8,"{'+RUNNING': 1.0, '+PENDING': -1.0}"
1727940495545780.2,"{'+RUNNING': -1.0, '+PENDING': 1.0}"
1727940495545862.2,"{'+RUNNING': 1.0, '+PENDING': -1.0}"
1727940495565996.5,"{'+RUNNING': -1.0, '+PENDING': 1.0}"
1727940495566157.0,"{'+RUNNING': 1.0, '+PENDING': -1.0}"
1727940495586258.5,"{'+RUNNING': -1.0, '+PENDING': 1.0}"
1727940495586357.0,"{'+RUNNING': 1.0, '+PENDING': -1.0}"
1727940495606528.5,"{'+RUNNING': -1.0, '+PENDING': 1.0}"
1727940495606605.5,"{'+RUNNING': 1.0, '+PENDING': -1.0}"
1727940495626598.0,"{'+RUNNING': -1.0, '+PENDING': 1.0}"
1727940495626672.2,"{'+RUNNING': 1.0, '+PENDING': -1.0}"
1727940495646780.8,"{'+RUNNING': -1.0, '+PENDING': 1.0}"
1727940495646881.5,"{'+RUNNING': 1.0, '+PENDING': -1.0}"
1727940495667478.2,"{'+RUNNING': -1.0, '+PENDING': 1.0}"
1727940495667606.8,"{'+RUNNING': 1.0, '+PENDING': -1.0}"
1727940495687666.2,"{'+RUNNING': -1.0, '+PENDING': 1.0}"
1727940495687747.5,"{'+RUNNING': 1.0, '+PENDING': -1.0}"
1727940495707825.2,"{'+RUNNING': -1.0, '+PENDING': 1.0}"
1727940495707936.8,"{'+RUNNING': 1.0, '+PENDING': -1.0}"
1727940495728008.5,"{'+RUNNING': -1.0, '+PENDING': 1.0}"
1727940495728121.2,"{'+RUNNING': 1.0, '+PENDING': -1.0}"
1727940495748211.5,"{'+RUNNING': -1.0, '+PENDING': 1.0}"
1727940495748294.5,"{'+RUNNING': 1.0, '+PENDING': -1.0}"
1727940495768401.0,"{'+RUNNING': -1.0, '+PENDING': 1.0}"
1727940495768495.0,"{'+RUNNING': 1.0, '+PENDING': -1.0}"
1727940495788528.0,"{'+RUNNING': -1.0, '+PENDING': 1.0}"
1727940495788608.8,"{'+RUNNING': 1.0, '+PENDING': -1.0}"
1727940495809062.5,"{'+RUNNING': -1.0, '+PENDING': 1.0}"
1727940495809198.8,"{'+RUNNING': 1.0, '+PENDING': -1.0}"
1727940495831009.8,"{'+RUNNING': -1.0, '+PENDING': 1.0}"
1727940495831146.8,"{'+RUNNING': 1.0, '+PENDING': -1.0}"
1727940495851305.0,"{'+RUNNING': -1.0, '+PENDING': 1.0}"
1727940495851441.5,"{'+RUNNING': 1.0, '+PENDING': -1.0}"
1727940495871520.0,"{'+RUNNING': -1.0, '+PENDING': 1.0}"
1727940495871645.5,"{'+RUNNING': 1.0, '+PENDING': -1.0}"
1727940495891764.2,"{'+RUNNING': -1.0, '+PENDING': 1.0}"
1727940495891927.8,"{'+RUNNING': 1.0, '+PENDING': -1.0}"
1727940495914633.8,"{'+RUNNING': -1.0, '+PENDING': 1.0}"
1727940495914759.5,"{'+RUNNING': 1.0, '+PENDING': -1.0}"
1727940495936171.0,{'=deviceKvCache': 1979.0}
1727940495936316.5,"{'+RUNNING': -1.0, '+END': 1.0}"
1727940495936343.0,{'=replyTokenSize': 250.0}
1727940495946321.8,{'=QueueSize': 0.0}
